Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - NGO - Total [(A+B) or (C+D)],SubDistrict - NGO - Public [A],SubDistrict - NGO - Private [B],SubDistrict - NGO - Urban [C],SubDistrict - NGO - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,1371,1153,218,345,1026,102,102,NA,NA,102,NA,NA,NA,NA,NA,906,906,NA,104,802,NA,NA,NA,NA,NA,3,3,NA,3,NA,142,142,NA,48,94,36,NA,36,36,NA,182,NA,182,154,28
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,3,3,0,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,1,1,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,68,8,60,54,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,0,8,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,58,NA,58,52,6
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,4,0,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,4,4,0
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,52,14,38,30,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,0,14,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,10,NA,10,10,NA,28,NA,28,20,8
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,599,278,321,277,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,278,NA,30,248,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,321,NA,321,247,74
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,109,37,72,73,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,1,36,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,72,NA,72,72,0
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,22138,3789,18349,4290,17848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3789,3789,NA,NA,3789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,NA,452,452,NA,17897,NA,17897,3838,14059
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,8567,597,7970,1156,7411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,597,NA,NA,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7970,NA,7970,1156,6814
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,1,1,NA
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.4.3,Number of Child Deaths (1 -5 years) due to Fever related,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.4.4,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.4.5,Number of Child Deaths (1 -5 years) due to Others,TOTAL,2,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,1,0,1
M16 [Details of deaths reported with probable causes:],16.5.1,Number of Maternal Deaths due to Bleeding,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.5.2,Number of Maternal Deaths due to High fever,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.5.3,Number of Maternal Deaths due to Abortion,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.5.4,Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.5.5,Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.5.6,Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,2,2,0,0,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.6,Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,2,2,0,0,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.7.1,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.2,Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,1,0,1
M16 [Details of deaths reported with probable causes:],16.7.3,Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,9,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,9,NA,9,0,9
M16 [Details of deaths reported with probable causes:],16.7.4,Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.5,Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.6,Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,25,1,24,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,NA,1,NA,0,NA,0,0,NA,24,NA,24,0,24
M16 [Details of deaths reported with probable causes:],16.7.7,Number of Adolscent / Adult deaths due to Cancer,TOTAL,17,2,15,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,2,NA,2,NA,0,NA,0,0,NA,15,NA,15,1,14
M16 [Details of deaths reported with probable causes:],16.7.8,Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,9,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,9,NA,9,0,9
M16 [Details of deaths reported with probable causes:],16.7.9,Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.10,Number of Adolscent / Adult deaths due to Suicide,TOTAL,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,NA,1,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.11,Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.12,Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,4,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,4,0,4
M16 [Details of deaths reported with probable causes:],16.7.13,Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,24,0,24,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,24,NA,24,0,24
M16 [Details of deaths reported with probable causes:],16.7.14,Number of Adolscent / Adult deaths due to Causes not known,TOTAL,4,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,4,4,NA,4,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.1,Number of Deaths due to Malaria- Plasmodium Vivax,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.2,Number of Deaths due to Malaria- Plasmodium Falciparum,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.3,Number of Deaths due to Kala Azar,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.4,Number of Deaths due to Dengue,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.5,Number of Deaths due to Acute Encephelitis Syndrome (AES),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.6,Number of Deaths due to Japanese Encephalitis (JE),TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
